,Unnamed: 0,solution_id,DESIGNATION,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,solution_id_2,source_id_2,pf,pf_error,p1_o,p1_o_error,epoch_g,epoch_g_error,epoch_bp,epoch_bp_error,epoch_rp,epoch_rp_error,epoch_rv,epoch_rv_error,int_average_g,int_average_g_error,int_average_bp,int_average_bp_error,int_average_rp,int_average_rp_error,average_rv,average_rv_error,peak_to_peak_g,peak_to_peak_g_error,peak_to_peak_bp,peak_to_peak_bp_error,peak_to_peak_rp,peak_to_peak_rp_error,peak_to_peak_rv,peak_to_peak_rv_error,metallicity,metallicity_error,r21_g,r21_g_error,r31_g,r31_g_error,phi21_g,phi21_g_error,phi31_g,phi31_g_error,num_clean_epochs_g,num_clean_epochs_bp,num_clean_epochs_rp,num_clean_epochs_rv,zp_mag_g,zp_mag_bp,zp_mag_rp,num_harmonics_for_p1_g,num_harmonics_for_p1_bp,num_harmonics_for_p1_rp,num_harmonics_for_p1_rv,reference_time_g,reference_time_bp,reference_time_rp,reference_time_rv,fund_freq1,fund_freq1_error,fund_freq2,fund_freq2_error,fund_freq1_harmonic_ampl_g,fund_freq1_harmonic_ampl_g_error,fund_freq1_harmonic_phase_g,fund_freq1_harmonic_phase_g_error,fund_freq1_harmonic_ampl_bp,fund_freq1_harmonic_ampl_bp_error,fund_freq1_harmonic_phase_bp,fund_freq1_harmonic_phase_bp_error,fund_freq1_harmonic_ampl_rp,fund_freq1_harmonic_ampl_rp_error,fund_freq1_harmonic_phase_rp,fund_freq1_harmonic_phase_rp_error,fund_freq1_harmonic_ampl_rv,fund_freq1_harmonic_ampl_rv_error,fund_freq1_harmonic_phase_rv,fund_freq1_harmonic_phase_rv_error,best_classification,g_absorption,g_absorption_error,data_origin,field_loc_square,field_loc_center,field_loc_error
50632,50632,1636148068921376768,Gaia DR3 4688804836287798912,4688804836287798912,321499238,2016.0,7.303227815088303,0.3821098,-72.58018043357211,0.39091343,-0.1886526882236167,0.39187792,-0.4814068,1.8972256,0.1815674260522475,0.5372833,-1.8885175505904368,0.60220283,-0.17309166,0.07036606,-0.52807915,0.15539095,0.16006422,0.16468571,-0.38985273,-0.046838954,-0.185481,-0.2162839,319,0,317,2,1.7243351,373.70184,1.4566637,1.7524368,95,False,,1.6359733,0.11309176,-0.13754223,-0.030105207,-0.07064017,0.074291036,0.112489656,37,24,0.9080196,43,19,0,0.068250656,92.32888,0,0,1.0688342,0.17304529,0.05901791,0.044926863,0.09131332,-28.19296,47.904568,-55.076122,-39.632072,False,343,173.60676577710424,2.4781,70.0564,20.08845,36,115.52198958591993,9.117419,12.67047,20.18188,35,152.61257051036932,7.891397,19.339108,19.28892,1.5444937,0.0,0.0,0.0,2.0,0,0.8929615,0.09343147,0.79953,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,305.2589250249335,-44.44751398714404,310.7500469152755,-62.94135713672394,True,False,0,False,False,False,True,False,False,False,False,0.9987538,0.0003783071,0.00086790434,,,,,,,,,,,,,,,,,,,,,,,3.753166538664876e+17,4.688804836287799e+18,0.5442635302914349,3.869498868880328e-06,,,1741.8158293359352,5.4722977e-06,1741.720083558595,6.878298e-05,1741.9097673451126,7.358918e-05,,,19.97392845153809,0.0121492920443415,19.94183158874512,0.0697174221277237,19.20622444152832,0.0367555804550647,,,0.9796800017356871,0.0346453338861465,1.0494563579559326,0.1854547560214996,0.333085834980011,0.1336211860179901,,,-0.5756767392158508,0.3389575481414795,0.528680145740509,0.0599612928926944,0.3886595666408539,0.0624911747872829,4.184571266174316,0.177308440208435,2.4138522148132324,0.2065848261117935,39.0,34.0,34.0,,20.005856,19.98597,19.211815,4.0,2.0,1.0,,1743.3027573006914,1743.3030718701896,1743.3031598159837,,1.837345227714474,1.3062799e-05,,,"[0.2982747256755829 0.15769192576408386 0.1159273162484169
 0.09835957735776901 -- -- -- -- -- -- -- -- -- -- -- --]","[0.015126192010939121 0.015576139092445374 0.01999358832836151
 0.014666784554719925 -- -- -- -- -- -- -- -- -- -- -- --]","[0.7156916856765747 5.615954875946045 4.560927391052246 3.4657723903656006
 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]","[0.10872145742177963 0.15119783580303192 0.1509261578321457
 0.3167567551136017 -- -- -- -- -- -- -- -- -- -- -- --]","[0.38414740562438965 0.2230817675590515 -- -- -- -- -- -- -- -- -- -- --
 -- -- --]","[0.09552496671676636 0.11157592386007309 -- -- -- -- -- -- -- -- -- -- --
 -- -- --]","[2.0968093872070312 2.389441967010498 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
 0.0 0.0 0.0 0.0 0.0]","[0.6088376641273499 3.1796469688415527 -- -- -- -- -- -- -- -- -- -- -- --
 -- --]",[0.1665429174900055 -- -- -- -- -- -- -- -- -- -- -- -- -- -- --],[0.049933262169361115 -- -- -- -- -- -- -- -- -- -- -- -- -- -- --],"[0.37688717246055603 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
 0.0 0.0]",[0.8353787660598755 -- -- -- -- -- -- -- -- -- -- -- -- -- -- --],,,,,RRab,1.5985525846481323,0.1715465486049652,gaiadr3.vari_rrlyrae,47 Tuc,47 Tuc,47 Tuc
50633,50633,1636148068921376768,Gaia DR3 4688809509212316800,4688809509212316800,1722400807,2016.0,7.277761567245889,0.24824469,-72.45356349095468,0.25113463,-0.0046147543269062,0.30725852,-0.015019126,2.5353963,1.3802607859705691,0.387255,-2.126761565845568,0.40677956,-0.20426857,0.11910497,-0.07694307,-0.24766494,-0.024718707,-0.20387918,0.08073604,-0.3048907,-0.3824313,-0.07551794,308,0,308,0,2.560486,389.65677,1.1788434,2.2869296,31,False,1.652657,,,,,,,,36,24,0.5793328,45,14,0,0.024764623,90.08051,0,0,1.104658,0.19497123,0.21505612,0.035178103,0.05242482,-20.078136,49.57519,16.001003,-31.491554,False,350,304.48351170856023,4.2498655,71.64545,19.478456,34,214.3173401412294,11.40944,18.784212,19.510899,33,192.4984967707508,8.025191,23.98678,19.036827,1.336085,0.0,0.0,0.0,2.0,0,0.4740715,0.032442093,0.4416294,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,305.29107795904514,-44.572272293589165,310.98250039808374,-62.87148585536544,True,False,0,False,False,False,True,False,False,False,False,0.70123416,1.4269857e-07,0.298744,,,,,,,,,,,,,,,,,,,,,,,3.753166538664876e+17,4.688809509212317e+18,0.5426376287133031,2.071488961519208e-05,,,1700.906417787192,2.9295277e-05,1700.8801427313524,0.00010592087,1700.96137058082,4.398599e-05,,,19.564159393310547,0.0321153439581394,19.54802894592285,0.0681727305054664,19.09065055847168,0.0516304671764373,,,0.7942284941673279,0.0708270668983459,0.6744706630706787,0.1413142830133438,0.5196781158447266,0.1765733659267425,,,,,0.592449963092804,0.2030832171440124,,,4.575233936309815,0.4128463864326477,,,43.0,34.0,33.0,,19.58933,19.572258,19.10483,2.0,1.0,1.0,,1702.422004684188,1702.4963178736448,1702.496404471509,,1.842850453204268,7.034979e-05,,,"[0.28794607520103455 0.17059364914894104 -- -- -- -- -- -- -- -- -- -- --
 -- -- --]","[0.028588060289621353 0.04561290889978409 -- -- -- -- -- -- -- -- -- -- --
 -- -- --]","[1.3349781036376953 0.9620047211647034 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
 0.0 0.0 0.0 0.0 0.0]","[0.3042219281196594 0.6136859655380249 -- -- -- -- -- -- -- -- -- -- -- --
 -- --]",[0.3372354805469513 -- -- -- -- -- -- -- -- -- -- -- -- -- -- --],[0.07370126992464066 -- -- -- -- -- -- -- -- -- -- -- -- -- -- --],"[3.004286527633667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
 0.0]",[0.8783926963806152 -- -- -- -- -- -- -- -- -- -- -- -- -- -- --],[0.25983935594558716 -- -- -- -- -- -- -- -- -- -- -- -- -- -- --],[0.0761377215385437 -- -- -- -- -- -- -- -- -- -- -- -- -- -- --],"[2.068699598312378 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
 0.0]",[0.24245107173919678 -- -- -- -- -- -- -- -- -- -- -- -- -- -- --],,,,,RRab,0.4141725599765777,0.2090801298618316,gaiadr3.vari_rrlyrae,47 Tuc,47 Tuc,47 Tuc
50634,50634,1636148068921376768,Gaia DR3 4688809784090233984,4688809784090233984,611608189,2016.0,7.500693693733668,0.2345451,-72.43219136319989,0.20583503,-0.1253511642852968,0.26802632,-0.4676823,1.1933293,0.5892539903705907,0.32674587,-1.0376967628839162,0.2931706,-0.09474213,0.20209713,-0.17306519,-0.13781232,0.059428554,-0.07903154,-0.15879591,-0.2113441,-0.41059887,0.055619728,331,0,329,2,0.10220076,344.49658,0.0,0.0,31,False,1.6115316,,,,,,,,38,26,0.46280852,47,17,0,0.061880045,165.61885,0,0,1.0029875,0.11426561,0.1311169,0.076672934,0.053596854,-27.54538,31.842194,40.76816,44.74244,False,377,288.1510216575124,3.005767,95.86605,19.538317,43,157.96015690707105,9.15765,17.248983,19.842173,43,154.30624841496126,5.9232635,26.050884,19.276937,1.08369,0.0,0.0,0.0,2.0,0,0.56523514,0.3038559,0.26137924,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,305.2008993741817,-44.60150341269174,311.09697098921555,-62.91901524809035,True,False,0,False,False,False,True,False,False,False,False,0.9999864,5.5372686e-11,1.3622145e-05,,,,,,,,,,,,,,,,,,,,,,,3.753166538664876e+17,4.688809784090234e+18,0.6079048737693963,8.615522347099613e-06,,,1700.955092113303,1.2184189e-05,1700.9327282677757,9.746825e-05,1700.9322317533845,8.697431e-05,,,19.520097732543945,0.0056162518449127,19.685096740722656,0.0689335763454437,19.21108055114746,0.0373187735676765,,,0.6790773272514343,0.033722061663866,0.5478081703186035,0.171149268746376,0.3563875257968902,0.0808051228523254,,,-2.1641106605529785,0.4047648310661316,0.3888198137283325,0.0378723032772541,0.3049198985099792,0.0383021011948585,3.941885709762573,0.1293492168188095,1.818114280700684,0.144763559103012,46.0,42.0,43.0,,19.54003,19.701706,19.217619,4.0,1.0,1.0,,1702.4219665737085,1702.4222813614422,1702.422368142696,,1.644994213978521,2.3313654e-05,,,"[0.26106470823287964 0.10150712728500366 0.07960382103919983
 0.04487898573279381 -- -- -- -- -- -- -- -- -- -- -- --]","[0.007318285293877125 0.009210770018398762 0.010440273210406303
 0.009091783314943314 -- -- -- -- -- -- -- -- -- -- -- --]","[5.210109710693359 1.795734167098999 4.8820719718933105 1.7631977796554565
 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]","[0.07654214650392532 0.24222396314144135 0.30961063504219055
 0.39622408151626587 -- -- -- -- -- -- -- -- -- -- -- --]",[0.2739053964614868 -- -- -- -- -- -- -- -- -- -- -- -- -- -- --],[0.10911224782466888 -- -- -- -- -- -- -- -- -- -- -- -- -- -- --],"[5.965916633605957 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
 0.0]",[0.6731401681900024 -- -- -- -- -- -- -- -- -- -- -- -- -- -- --],[0.17819464206695557 -- -- -- -- -- -- -- -- -- -- -- -- -- -- --],[0.05605744570493698 -- -- -- -- -- -- -- -- -- -- -- -- -- -- --],"[5.978442192077637 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
 0.0]",[0.6229643821716309 -- -- -- -- -- -- -- -- -- -- -- -- -- -- --],,,,,RRab,,,gaiadr3.vari_rrlyrae,47 Tuc,47 Tuc,47 Tuc
95103,95103,1636148068921376768,Gaia DR3 5062106694822930048,5062106694822930048,1234475307,2016.0,39.53022464142409,0.33801892,-34.85643697788188,0.5526444,-0.1332485934813607,0.66322386,-0.20091043,0.44395208,0.4015923729913834,0.42514944,0.189253825090918,0.8217384,-0.43472093,0.16694699,0.28020307,-0.33065498,-0.28331164,-0.3875737,0.58528084,0.15499799,-0.26398692,-0.58986515,467,0,465,2,3.7324026,629.9683,1.9322329,2.6252704,31,False,1.6224328,,,,,,,,54,24,1.2606483,58,17,3,0.025650376,38.176617,0,0,1.1247902,0.06727645,0.42049137,0.047509048,0.3112893,-69.312225,70.33541,-54.713596,-35.47758,False,473,140.40011991565487,1.475154,95.17658,20.318949,42,82.60712570199323,7.20997,11.457347,20.545998,34,60.98330500516754,4.8239403,12.641804,20.284868,1.022723,0.0,0.0,0.0,1.0,0,0.26112938,0.22704887,0.034080505,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,238.25434283628115,-65.95313167332972,21.699179352724197,-47.06415194408126,True,False,0,False,False,False,True,False,False,False,False,0.999998,4.0672013e-08,1.9959125e-06,,,,,,,,,,,,,,,,,,,,,,,3.753166538664876e+17,5.06210669482293e+18,0.4871532021100461,2.40496456171968e-06,,,1748.429174939112,3.4011334e-06,1748.4899838682325,2.4608182e-05,1748.460788208213,0.00023698597,,,20.365596771240234,0.0051370705477893,20.371313095092773,0.0942526310682296,20.08039093017578,0.071364901959896,,,0.6355599761009216,0.033944085240364,1.292418360710144,0.3615895211696625,0.4538753926753998,0.148268848657608,,,-0.9661710262298584,0.6355519890785217,0.3517329692840576,0.0333411246538162,0.1680943071842193,0.0314679965376853,4.005382061004639,0.1261219978332519,1.9006325006484983,0.3162804543972015,55.0,41.0,32.0,,20.385422,20.465082,20.091253,3.0,1.0,1.0,,1749.782973687776,1749.783288189253,1749.7833768279047,,2.052742331711295,1.0133922e-05,,,"[0.2743837237358093 0.09650979936122894 0.046122342348098755 -- -- -- --
 -- -- -- -- -- -- -- -- --]","[0.008530419319868088 0.01075995247811079 0.008315201848745346 -- -- -- --
 -- -- -- -- -- -- -- -- --]","[1.3567112684249878 0.4356193244457245 5.970766544342041 0.0 0.0 0.0 0.0
 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]","[0.04931536689400673 0.1270696073770523 0.23555126786231995 -- -- -- -- --
 -- -- -- -- -- -- -- --]",[0.6462104320526123 -- -- -- -- -- -- -- -- -- -- -- -- -- -- --],[0.15868158638477325 -- -- -- -- -- -- -- -- -- -- -- -- -- -- --],"[0.9758365154266357 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
 0.0 0.0]",[0.23819373548030853 -- -- -- -- -- -- -- -- -- -- -- -- -- -- --],[0.2269376963376999 -- -- -- -- -- -- -- -- -- -- -- -- -- -- --],[0.0953587144613266 -- -- -- -- -- -- -- -- -- -- -- -- -- -- --],"[1.350825309753418 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
 0.0]",[0.9624629020690918 -- -- -- -- -- -- -- -- -- -- -- -- -- -- --],,,,,RRab,-0.2043833881616592,0.2172122746706009,gaiadr3.vari_rrlyrae,Fornax,Fornax,Fornax
95110,95110,1636148068921376768,Gaia DR3 5062110646193025664,5062110646193025664,1189456361,2016.0,39.82246992038019,0.3355934,-34.77671233602462,0.421435,0.5573061443613639,0.5928685,0.94001645,0.35453138,0.3437437512858276,0.3881466,-0.0867912506327316,0.5730229,-0.3101332,-0.06581202,0.033529203,0.014981312,0.109895065,0.059953414,-0.023218507,0.13854526,-0.22129254,-0.40947676,472,0,465,7,0.77923834,503.6104,0.6846427,0.2674644,95,False,,1.8090049,0.11382275,-0.25785497,0.11407141,-0.0010674999,0.041008983,0.13977072,55,26,0.8442206,58,22,0,0.079797,121.99868,0,0,1.0250963,0.14347929,0.41904187,0.049483918,0.40606228,-76.973625,61.28276,-0.34281343,-36.540264,False,464,122.50588787017952,0.91991746,133.17052,20.466974,37,74.80819692690196,4.8965516,15.277731,20.65367,39,60.72115014085321,5.1373825,11.819472,20.289545,1.1063088,0.0,4.0,0.0,1.0,0,0.3641243,0.1866951,0.1774292,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,237.94982651860747,-65.73314948242871,22.06654507682548,-47.10081193108205,True,False,0,False,False,False,True,False,False,False,False,0.9999086,1.095753e-12,9.136015e-05,,,,,,,,,,,,,,,,,,,,,,,3.753166538664876e+17,5.062110646193026e+18,0.4931983987747576,3.588462277548388e-06,,,1748.4496064975433,5.074852e-06,1748.4378094208228,0.00016489123,1748.6712598918573,0.00027028657,,,20.475725173950195,0.0090561509132385,20.440147399902344,0.0788870975375175,19.950166702270508,0.0999206975102424,,,0.4526179730892181,0.0441665574908256,0.1898405700922012,0.2178334444761276,0.3644887804985046,0.2646146416664123,,,-1.5337446928024292,0.7157183885574341,0.2500293850898742,0.0867596790194511,0.2025649696588516,0.0626811012625694,3.8763813972473145,0.3541285991668701,1.6306294202804563,0.3275292813777923,56.0,37.0,39.0,,20.48552,20.441166,19.956738,3.0,1.0,1.0,,1749.6066499410688,1749.7831236276788,1749.7832116424208,,2.027581603030908,1.4752482e-05,,,"[0.2040904313325882 0.051028601825237274 0.041341569274663925 -- -- -- --
 -- -- -- -- -- -- -- -- --]","[0.023161910474300385 0.015299886465072632 0.014980115927755833 -- -- --
 -- -- -- -- -- -- -- -- -- --]","[4.962291717529297 1.2345942258834839 3.951134204864502 0.0 0.0 0.0 0.0
 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]","[0.04824311286211014 0.34906500577926636 0.3950014114379883 -- -- -- -- --
 -- -- -- -- -- -- -- --]",[0.094920314848423 -- -- -- -- -- -- -- -- -- -- -- -- -- -- --],[0.07624063640832901 -- -- -- -- -- -- -- -- -- -- -- -- -- -- --],"[1.4318389892578125 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
 0.0 0.0]",[4.029640197753906 -- -- -- -- -- -- -- -- -- -- -- -- -- -- --],[0.18224500119686127 -- -- -- -- -- -- -- -- -- -- -- -- -- -- --],[0.12230195850133896 -- -- -- -- -- -- -- -- -- -- -- -- -- -- --],"[4.740117073059082 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
 0.0]",[3.981532573699951 -- -- -- -- -- -- -- -- -- -- -- -- -- -- --],,,,,RRab,0.578474760055542,0.3541516959667206,gaiadr3.vari_rrlyrae,Fornax,Fornax,Fornax
95112,95112,1636148068921376768,Gaia DR3 5062221250191079296,5062221250191079296,1145983131,2016.0,40.04860776210966,0.27208155,-34.30087110116871,0.4237571,0.391249296858962,0.5057908,0.7735398,0.3016583,-0.185271622140197,0.33550572,0.2380591325653381,0.5787289,-0.4021351,0.042894747,0.22351588,-0.086832315,-0.057571106,-0.06952267,0.092722304,0.071701035,-0.16073152,-0.5265842,480,0,476,4,1.3092978,551.44684,0.0,0.0,31,False,1.6529753,,,,,,,,56,28,0.8504263,59,19,1,0.13723494,100.66428,0,0,1.0422435,0.15977873,0.44765744,0.08274668,0.3109415,-96.74589,65.38225,-11.813275,-34.469223,False,472,147.05864588879646,1.3898765,105.80699,20.26864,40,90.1248095011145,5.458902,16.509695,20.451431,39,80.85676050280581,7.278536,11.1089325,19.978605,1.1626761,0.0,1.0,0.0,1.0,0,0.472826,0.18279076,0.29003525,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,236.73189820920243,-65.63502848489432,22.62182109532538,-46.75826715203497,True,False,0,False,False,False,True,False,False,False,False,0.99999964,3.034678e-12,3.725941e-07,,,,,,,,,,,,,,,,,,,,,,,3.753166538664876e+17,5.062221250191079e+18,0.5039329191851567,6.321289674815489e-06,,,1714.934310243769,8.9396535e-06,1714.913550216045,4.748047e-05,1714.8993605799596,5.2358013e-05,,,20.327699661254883,0.0087319230660796,20.315034866333008,0.0814199969172477,19.77996635437012,0.0824745446443557,,,0.5404130220413208,0.0197641160339117,0.6092655062675476,0.1672170311212539,1.3331156969070437,0.2961513996124267,,,,,0.251638799905777,0.0602588020265102,,,3.873634338378906,0.1312429308891296,,,57.0,37.0,37.0,,20.3421,20.33461,19.877409,2.0,1.0,1.0,,1716.397731441083,1716.3980464511203,1716.3981319807492,,1.984391100341228,2.4892026e-05,,,"[0.25295594334602356 0.06365353614091873 -- -- -- -- -- -- -- -- -- -- --
 -- -- --]","[0.014815245755016804 0.013423505239188671 -- -- -- -- -- -- -- -- -- --
 -- -- -- --]","[2.354963779449463 2.3003766536712646 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
 0.0 0.0 0.0 0.0 0.0]","[0.09538234025239944 0.2557603418827057 -- -- -- -- -- -- -- -- -- -- --
 -- -- --]",[0.3046339452266693 -- -- -- -- -- -- -- -- -- -- -- -- -- -- --],[0.09911851584911346 -- -- -- -- -- -- -- -- -- -- -- -- -- -- --],"[2.805088758468628 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
 0.0]",[0.5036353468894958 -- -- -- -- -- -- -- -- -- -- -- -- -- -- --],[0.6665579080581665 -- -- -- -- -- -- -- -- -- -- -- -- -- -- --],[0.17211271822452545 -- -- -- -- -- -- -- -- -- -- -- -- -- -- --],"[2.9785614013671875 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
 0.0 0.0]",[0.2824886739253998 -- -- -- -- -- -- -- -- -- -- -- -- -- -- --],,,,,RRab,0.6681134700775146,0.298879474401474,gaiadr3.vari_rrlyrae,Fornax,Fornax,Fornax
